조사년도,학제명,시도명,층화학교ID,70%추출,학제유형명,휴직여자수석교사수,보직교사수,여자보직교사수,휴직보직교사수,휴직여자보직교사수,교사수,여자교사수,휴직교사수,휴직여자교사수,전문상담교사수,여자전문상담교사수,휴직전문상담교사수,휴직여자전문상담교사수,사서교사수,휴직수석교사수,여자수석교사수,수석교사수,휴직여자교감수,휴직교감수,여자교감수,교감수,휴직여자교장수,휴직교장수,여자교장수,교장수,유초중등교원_여자교원수,유초중등교원_교원수,여자사서교사수,휴직사서교사수,여자시간강사수,시간강사수,여자기간제교사수,기간제교사수,휴직여자영양교사수,휴직영양교사수,여자영양교사수,영양교사수,휴직여자보건교사수,휴직보건교사수,여자보건교사수,보건교사수,휴직여자실기교사수,휴직실기교사수,여자실기교사수,실기교사수,휴직여자사서교사수
2023,일반중학교,경기,6551926448,Y,중학교,0,0,0,0,0,48,37,4,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,40,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6559481482,Y,중학교,0,0,0,0,0,37,26,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,29,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반고등학교,경기,6560628936,Y,일반고등학교,0,0,0,0,0,74,61,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,66,81,1,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6572563586,Y,유치원,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6578742029,Y,유치원,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6582269084,Y,중학교,0,0,0,0,0,32,25,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28,37,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6582388043,Y,중학교,0,0,0,0,0,58,47,8,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,52,64,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6585479798,Y,유치원,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6585852170,Y,초등학교,0,0,0,0,0,13,11,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,15,17,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6597506932,Y,초등학교,0,0,0,0,0,17,10,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,22,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6598384305,Y,유치원,0,0,0,0,0,12,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반고등학교,경기,6600496368,Y,일반고등학교,0,0,0,0,0,67,44,5,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,46,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,일반중학교,경기,6602347625,Y,중학교,0,0,0,0,0,42,38,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,42,47,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6605720117,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6609871839,Y,중학교,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6613665489,Y,중학교,0,0,0,0,0,33,29,5,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,33,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반고등학교,경기,6614669439,Y,일반고등학교,0,0,0,0,0,49,23,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25,52,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6615756398,Y,유치원,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6622747175,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6632690417,Y,초등학교,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6633225524,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6639353362,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6644376160,Y,유치원,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6645195548,Y,유치원,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6646935614,Y,초등학교,0,0,0,0,0,43,40,6,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,43,47,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6650043241,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6652258843,Y,중학교,0,0,0,0,0,31,29,2,2,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,35,37,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6660808232,Y,초등학교,0,0,0,0,0,32,17,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,21,37,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6662799529,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6662996426,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6665025610,Y,중학교,0,0,0,0,0,17,10,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,14,22,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6669435780,Y,유치원,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6669701713,Y,초등학교,0,0,0,0,0,45,38,5,4,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,44,51,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6671107575,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6675000556,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6676113275,Y,중학교,0,0,0,0,0,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,10,16,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,국제고등학교,경기,6676143720,Y,특수목적고등학교,0,0,0,0,0,68,38,4,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,44,75,1,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0
2023,상업고등학교,경기,6680349411,Y,특성화고등학교,0,0,0,0,0,95,59,4,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,64,101,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2023,초등학교,경기,6684289849,Y,초등학교,0,0,0,0,0,31,22,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,27,36,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6685132704,Y,중학교,0,0,0,0,0,46,39,7,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,43,51,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6688163339,Y,중학교,0,0,0,0,0,49,37,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,41,54,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6690829151,Y,초등학교,0,0,0,0,0,20,17,3,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,21,25,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6696114887,Y,초등학교,0,0,0,0,0,19,15,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6697393139,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6704963683,Y,유치원,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,종합고등학교,경기,6710385139,Y,일반고등학교,0,0,0,0,0,24,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,29,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6714801934,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6717654860,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6722908581,Y,중학교,0,0,0,0,0,47,42,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,46,53,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,일반고등학교,경기,6723471976,Y,일반고등학교,0,0,0,0,0,55,41,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,45,60,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6724928040,Y,유치원,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6725690750,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6727415079,Y,유치원,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6727739531,Y,초등학교,0,0,0,0,0,56,50,5,5,2,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1,57,63,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2023,일반중학교,경기,6730218357,Y,중학교,0,0,0,0,0,38,33,5,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,37,43,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2023,유치원,경기,6730714879,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6736363894,Y,중학교,0,0,0,0,0,11,4,0,0,2,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1,11,18,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6738690698,Y,중학교,0,0,0,0,0,45,37,5,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,40,50,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6739180193,Y,중학교,0,0,0,0,0,47,38,6,6,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,43,53,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6746714022,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6750231053,Y,유치원,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6751267909,Y,유치원,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6759702989,Y,중학교,0,0,0,0,0,31,24,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,29,37,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6759903879,Y,유치원,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6763523283,Y,유치원,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6772549772,Y,초등학교,0,0,0,0,0,31,25,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,29,35,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6772826774,Y,초등학교,0,0,0,0,0,8,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반고등학교,경기,6773109791,Y,일반고등학교,0,0,0,0,0,49,16,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,54,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6782039871,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6783136401,Y,유치원,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반고등학교,경기,6784949762,Y,일반고등학교,0,0,0,0,0,63,42,6,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,47,70,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2023,유치원,경기,6785638966,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6787573868,Y,중학교,0,0,0,0,0,28,23,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,28,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6789604360,Y,초등학교,0,0,0,0,0,59,55,6,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,60,65,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2023,유치원,경기,6795257221,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6798192990,Y,유치원,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반고등학교,경기,6799264219,Y,일반고등학교,0,0,0,0,0,79,59,5,4,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,64,85,0,0,1,1,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6799265072,Y,유치원,0,0,0,0,0,32,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6800799265,Y,초등학교,0,0,0,0,0,31,23,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,27,37,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6801448186,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6803659778,Y,유치원,0,0,0,0,0,19,18,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6805760006,Y,초등학교,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6806334168,Y,초등학교,0,0,0,0,0,25,19,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,22,30,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6810855225,Y,유치원,0,0,0,0,0,9,9,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6812399336,Y,유치원,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6814236013,Y,초등학교,0,0,0,0,0,85,66,3,3,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,1,72,93,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2023,유치원,경기,6823218699,Y,유치원,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6827115198,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6833456814,Y,초등학교,0,0,0,0,0,27,25,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,29,32,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6835377936,Y,중학교,0,0,0,0,0,41,21,4,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,46,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6835594322,Y,초등학교,0,0,0,0,0,16,14,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,19,21,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6836995826,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6837211557,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6837667497,Y,중학교,0,0,0,0,0,60,43,4,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48,67,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2023,유치원,경기,6838460096,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6844517298,Y,중학교,0,0,0,0,0,51,44,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,48,55,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6845892140,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,일반중학교,경기,6850041316,Y,중학교,0,0,0,0,0,56,51,6,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,55,62,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2023,일반고등학교,경기,6850312340,Y,일반고등학교,0,0,0,0,0,89,71,10,10,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,75,95,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2023,초등학교,경기,6853591148,Y,초등학교,0,0,0,0,0,43,36,10,9,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,42,49,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2023,일반중학교,경기,6854545010,Y,중학교,0,0,0,0,0,37,30,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,42,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6854977501,Y,초등학교,0,0,0,0,0,65,55,8,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,60,71,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2023,초등학교,경기,6862378012,Y,초등학교,0,0,0,0,0,28,22,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,28,35,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2023,상업고등학교,경기,6865250454,Y,특성화고등학교,0,0,0,0,0,77,42,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48,85,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
2023,초등학교,경기,6869488733,Y,초등학교,0,0,0,0,0,40,18,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,23,46,0,0,14,16,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6869713995,Y,초등학교,0,0,0,0,0,77,54,9,4,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,60,85,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2023,일반고등학교,경기,6872632731,Y,일반고등학교,0,0,0,0,0,69,50,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54,75,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,일반중학교,경기,6875466802,Y,중학교,0,0,0,0,0,47,40,5,5,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,44,52,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,일반고등학교,경기,6881289989,Y,일반고등학교,0,0,0,0,0,62,22,3,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,25,67,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6887537378,Y,유치원,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,초등학교,경기,6888000152,Y,초등학교,0,0,0,0,0,33,21,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,37,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,초등학교,경기,6888742302,Y,초등학교,0,0,0,0,0,61,49,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,54,68,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2023,초등학교,경기,6889514189,Y,초등학교,0,0,0,0,0,19,17,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,21,24,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2023,유치원,경기,6889840439,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6890357435,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6892337696,Y,유치원,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,유치원,경기,6895238907,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
