정책단위사업,정책단위사업.1,합계금액,지역명
세출합계,세출합계,2836053000.0,충남
정책사업,단위사업,0.0,전남
인적자원 운용,인적자원 운용,77070000.0,전남
,교직원보수,0.0,전남
,기타 교직원 보수,56340000.0,전남
,교직원 복지 및 역량강화,20730000.0,전남
학생복지/교육격차 해소,학생복지/교육격차 해소,608646000.0,전남
,급식 관리,475803000.0,전남
,기숙사 관리,0.0,전남
,보건관리,40838000.0,전남
,교육격차 해소,0.0,전남
,학생복지,92005000.0,전남
기본적 교육활동,기본적 교육활동,238010000.0,전남
,교과 활동,82865000.0,전남
,창의적 체험활동,155145000.0,전남
,자유학기(년) 활동,0.0,전남
선택적 교육활동,선택적 교육활동,130792000.0,전남
,방과후학교 운영,31545000.0,전남
,직업교육,0.0,전남
,국제교육,0.0,전남
,독서활동,32204000.0,전남
,교기육성,0.0,전남
,기타 선택적 교육활동,67043000.0,전남
교육활동 지원,교육활동 지원,255196000.0,전남
,교무업무 운영,93820000.0,전남
,생활지도 운영,10760000.0,전남
,연구학교 운영,0.0,전남
,학습지원실 운영,27116000.0,전남
,교육여건 개선,123500000.0,전남
학교 일반운영,학교 일반운영,489801000.0,전남
,학교기관운영,193370000.0,전남
,시설 장비 유지,281881000.0,전남
,학교운영 협력,14550000.0,전남
학교시설 확충,학교시설 확충,0.0,전남
,시설확충 및 개선,0.0,전남
학교 재무활동,학교 재무활동,10046000.0,전남
,반환금,900000.0,전남
,예비비,9146000.0,전남
세출합계,세출합계,1809561000.0,전남
정책사업,단위사업,0.0,광주
인적자원 운용,인적자원 운용,11450000.0,광주
,교직원보수,0.0,광주
,기타 교직원 보수,200000.0,광주
,교직원 복지 및 역량강화,11250000.0,광주
학생복지/교육격차 해소,학생복지/교육격차 해소,336952000.0,광주
,급식 관리,318582000.0,광주
,기숙사 관리,0.0,광주
,보건관리,18370000.0,광주
,교육격차 해소,0.0,광주
,학생복지,0.0,광주
기본적 교육활동,기본적 교육활동,130037000.0,광주
,교과 활동,66287000.0,광주
,창의적 체험활동,63750000.0,광주
,자유학기(년) 활동,0.0,광주
선택적 교육활동,선택적 교육활동,240899000.0,광주
,방과후학교 운영,227184000.0,광주
,직업교육,0.0,광주
,국제교육,0.0,광주
,독서활동,13015000.0,광주
,교기육성,700000.0,광주
,기타 선택적 교육활동,0.0,광주
교육활동 지원,교육활동 지원,77376000.0,광주
,교무업무 운영,5850000.0,광주
,생활지도 운영,14900000.0,광주
,연구학교 운영,39950000.0,광주
,학습지원실 운영,16676000.0,광주
,교육여건 개선,0.0,광주
학교 일반운영,학교 일반운영,210546000.0,광주
,학교기관운영,102956000.0,광주
,시설 장비 유지,102520000.0,광주
,학교운영 협력,5070000.0,광주
학교시설 확충,학교시설 확충,0.0,광주
,시설확충 및 개선,0.0,광주
학교 재무활동,학교 재무활동,1000000.0,광주
,반환금,0.0,광주
,예비비,1000000.0,광주
세출합계,세출합계,1008260000.0,광주
정책사업,단위사업,0.0,울산
인적자원 운용,인적자원 운용,15117000.0,울산
,교직원보수,0.0,울산
,기타 교직원 보수,3917000.0,울산
,교직원 복지 및 역량강화,11200000.0,울산
학생복지/교육격차 해소,학생복지/교육격차 해소,409861000.0,울산
,급식 관리,368213000.0,울산
,기숙사 관리,0.0,울산
,보건관리,31948000.0,울산
,교육격차 해소,1900000.0,울산
,학생복지,7800000.0,울산
기본적 교육활동,기본적 교육활동,120139000.0,울산
,교과 활동,62558000.0,울산
,창의적 체험활동,57581000.0,울산
,자유학기(년) 활동,0.0,울산
선택적 교육활동,선택적 교육활동,345345000.0,울산
,방과후학교 운영,301400000.0,울산
,직업교육,0.0,울산
,국제교육,0.0,울산
,독서활동,20475000.0,울산
,교기육성,15220000.0,울산
,기타 선택적 교육활동,8250000.0,울산
교육활동 지원,교육활동 지원,59405000.0,울산
,교무업무 운영,12340000.0,울산
,생활지도 운영,8830000.0,울산
,연구학교 운영,0.0,울산
,학습지원실 운영,29235000.0,울산
,교육여건 개선,9000000.0,울산
학교 일반운영,학교 일반운영,222831000.0,울산
,학교기관운영,63674000.0,울산
,시설 장비 유지,157007000.0,울산
,학교운영 협력,2150000.0,울산
학교시설 확충,학교시설 확충,0.0,울산
,시설확충 및 개선,0.0,울산
학교 재무활동,학교 재무활동,3000000.0,울산
,반환금,0.0,울산
,예비비,3000000.0,울산
세출합계,세출합계,1175698000.0,울산
정책사업,단위사업,0.0,경북
인적자원 운용,인적자원 운용,68562000.0,경북
,교직원보수,0.0,경북
,기타 교직원 보수,53932000.0,경북
,교직원 복지 및 역량강화,14630000.0,경북
학생복지/교육격차 해소,학생복지/교육격차 해소,347988000.0,경북
,급식 관리,245729000.0,경북
,기숙사 관리,0.0,경북
,보건관리,88965000.0,경북
,교육격차 해소,0.0,경북
,학생복지,13294000.0,경북
기본적 교육활동,기본적 교육활동,299791000.0,경북
,교과 활동,144436000.0,경북
,창의적 체험활동,150355000.0,경북
,자유학기(년) 활동,5000000.0,경북
선택적 교육활동,선택적 교육활동,385081000.0,경북
,방과후학교 운영,276572000.0,경북
,직업교육,0.0,경북
,국제교육,18000000.0,경북
,독서활동,42230000.0,경북
,교기육성,48279000.0,경북
,기타 선택적 교육활동,0.0,경북
교육활동 지원,교육활동 지원,249632000.0,경북
,교무업무 운영,87386000.0,경북
,생활지도 운영,44500000.0,경북
,연구학교 운영,39240000.0,경북
,학습지원실 운영,46306000.0,경북
,교육여건 개선,32200000.0,경북
학교 일반운영,학교 일반운영,557455000.0,경북
,학교기관운영,150097000.0,경북
,시설 장비 유지,401008000.0,경북
,학교운영 협력,6350000.0,경북
학교시설 확충,학교시설 확충,15000000.0,경북
,시설확충 및 개선,15000000.0,경북
학교 재무활동,학교 재무활동,0.0,경북
,반환금,0.0,경북
,예비비,0.0,경북
세출합계,세출합계,1923509000.0,경북
