조사년도,개방ID,학교명,시도명,학교구분명,전문대_여자재학생수,전문대_재학생수,전문대_재적여학생수,전문대_재적학생수,전문대_학사심화과정입학정원수,전문대_입학정원수,전문대_심화과정학과수,전문대_학과수,전문대_휴학생수,전문대_여자휴학생수,전문대_야간4학년재적여학생수,전문대_야간4학년재적학생수,전문대_야간3학년재적여학생수,전문대_야간3학년재적학생수,전문대_야간2학년재적여학생수,전문대_야간2학년재적학생수,전문대_야간1학년재적여학생수,전문대_야간1학년재적학생수,전문대_야간여자휴학생수,전문대_야간휴학생수,전문대_야간여자재학생수,전문대_야간재학생수,전문대_주간학사심화과정4학년재적학생수,전문대_주간학사심화과정3학년재적학생수,전문대_주간학사심화과정2학년재적학생수,전문대_주간학사심화과정1학년재적학생수,전문대_주간4학년재적여학생수,전문대_주간4학년재적학생수,전문대_주간3학년재적여학생수,전문대_주간3학년재적학생수,전문대_주간2학년재적여학생수,전문대_주간2학년재적학생수,전문대_주간1학년재적여학생수,전문대_주간1학년재적학생수,전문대_주간여자휴학생수,전문대_주간휴학생수,전문대_주간여자재학생수,전문대_주간재학생수,전문대_여자졸업생수,전문대_졸업생수,전문대_학사심화과정여자입학생수,전문대_학사심화과정입학생수,전문대_여자입학생수,전문대_입학생수,전문대_야간학사심화과정4학년재적학생수,전문대_야간학사심화과정3학년재적학생수,전문대_야간학사심화과정2학년재적학생수,전문대학_주간학사심화과정재적학생수,전문대학_주간학사심화과정재적여학생수,전문대_건물면적,전문대학_주간학사심화과정1학년재적여학생수,전문대학_주간학사심화과정2학년재적여학생수,전문대_교원정원수,전문대_교원수,전문대_학교수,전문대_사무직원정원수,전문대_사무직원수,전문대학_야간학사심화과정4학년재적여학생수,전문대학_야간학사심화과정3학년재적여학생수,전문대학_야간학사심화과정2학년재적여학생수,전문대학_야간학사심화과정1학년재적여학생수,전문대학_야간학사심화과정재적학생수,전문대학_야간학사심화과정재적여학생수,전문대_여자교원수,전문대_여자사무직원수,전문대학_주간학사심화과정4학년재적여학생수,전문대학_주간학사심화과정3학년재적여학생수,전문대_야간학사심화과정1학년재적학생수,,,,,
2020,6776323795,동아방송예술대학,경기,전문대학,2109,3499,2742,5230,0,2633,0,34,1731,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,1935,819,1833,836,1462,633,1731,2109,3499,627,1020,0,0,0,1195,0,0,0,0,0,0,0,0,1,81,1,66,70,0,0,0,0,0,0,29,17,0,0,0,,,,,
2020,6783237993,계명문화대학,대구,전문대학,3131,5499,3595,8666,0,5153,0,49,3167,464,0,0,36,37,178,255,242,325,51,101,405,516,0,0,0,0,74,87,360,424,1484,4695,1221,2843,413,3066,2726,4983,1323,2206,0,0,0,2291,0,0,0,0,0,0,0,0,1,123,1,75,92,0,0,0,0,0,0,52,33,0,0,0,,,,,
2020,6821876287,대전보건대학,대전,전문대학,3862,6131,4471,8677,0,5635,0,66,2546,609,0,0,55,99,58,183,328,552,75,230,366,604,0,0,0,0,99,127,1060,1643,1475,3555,1396,2518,534,2316,3496,5527,1394,2076,0,0,0,2327,0,0,0,0,0,0,0,0,1,157,1,80,80,0,0,0,0,0,0,69,25,0,0,0,,,,,
2020,7043987333,전남도립대학,전남,전문대학,534,1476,588,2183,0,1505,0,29,707,54,0,0,0,0,8,33,11,39,0,0,19,72,0,0,0,0,0,0,42,48,246,1003,281,1060,54,707,515,1404,202,558,0,0,0,680,0,0,0,0,0,0,0,0,1,45,1,30,33,0,0,0,0,0,0,4,16,0,0,0,,,,,
2020,7075858414,동서울대학,경기,전문대학,2805,7089,3155,10899,0,6210,0,95,3810,350,0,0,27,138,54,249,52,187,15,262,118,312,0,0,0,0,0,0,270,1149,1527,5992,1225,3184,335,3548,2687,6777,1060,2475,0,0,0,2776,0,0,0,0,0,0,0,0,1,164,1,78,79,0,0,0,0,0,0,50,24,0,0,0,,,,,
2020,7112644374,강원관광대학,강원,전문대학,621,1107,855,1907,0,1265,0,30,800,234,0,0,0,0,69,126,101,158,36,79,134,205,0,0,0,0,76,87,64,103,290,830,255,603,198,721,487,902,268,477,0,0,0,426,0,0,0,0,0,0,0,0,1,24,1,37,33,0,0,0,0,0,0,15,16,0,0,0,,,,,
2020,7180546641,한국골프대학,강원,전문대학,99,503,143,891,0,512,0,6,388,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,201,62,370,50,320,44,388,99,503,36,140,0,0,0,195,0,0,0,0,0,0,0,0,1,16,1,34,27,0,0,0,0,0,0,3,7,0,0,0,,,,,
2020,7197368383,동원과학기술대학교,경남,전문대학,967,2510,1025,3786,0,2231,0,41,1276,58,0,0,0,0,51,165,91,215,10,53,132,327,0,0,0,0,82,103,170,343,332,1703,299,1257,48,1223,835,2183,332,927,0,0,0,995,0,0,0,0,0,0,0,0,1,61,1,45,48,0,0,0,0,0,0,17,17,0,0,0,,,,,
2020,7217154502,인하공업전문대학,인천,전문대학,2339,8067,2883,14049,0,6016,0,69,5982,544,0,0,33,161,95,1392,66,435,37,838,157,1150,0,0,0,0,0,0,103,363,1384,7235,1202,4463,507,5144,2182,6917,1013,3090,0,0,0,3321,0,0,0,0,0,0,0,0,1,174,1,0,119,0,0,0,0,0,0,36,41,0,0,0,,,,,
2020,7344014406,전주비전대학,전북,전문대학,1764,3910,1931,5940,0,2955,0,60,2030,167,0,0,0,0,129,471,217,687,47,361,299,797,0,0,0,0,95,100,331,392,597,2127,562,2163,120,1669,1465,3113,563,1490,0,0,0,1567,0,0,0,0,0,0,0,0,1,91,1,62,83,0,0,0,0,0,0,36,34,0,0,0,,,,,
2020,7361554980,대구산업정보대학,대구,전문대학,2336,3742,2787,5849,0,3330,0,48,2107,451,0,0,42,48,147,226,133,184,52,116,270,342,0,0,0,0,143,188,385,569,1030,2833,907,1801,399,1991,2066,3400,777,1242,0,0,0,1423,0,0,0,0,0,0,0,0,1,84,1,83,102,0,0,0,0,0,0,48,64,0,0,0,,,,,
2020,7425608277,강원도립대학,강원,전문대학,241,714,297,1224,0,657,0,28,510,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,129,588,155,593,56,510,241,714,91,238,0,0,0,315,0,0,0,0,0,0,0,0,1,31,1,63,62,0,0,0,0,0,0,2,21,0,0,0,,,,,
2020,7467084348,수원여자대학,경기,전문대학,4461,4461,4854,4854,0,4290,0,44,393,393,0,0,126,126,84,84,126,126,25,25,311,311,0,0,0,0,185,185,707,707,1770,1770,1856,1856,368,368,4150,4150,1542,1542,0,0,0,1817,0,0,0,0,0,0,0,0,1,117,1,0,61,0,0,0,0,0,0,85,24,0,0,0,,,,,
2020,7467970550,숭의여자대학,서울,전문대학,3500,3500,3899,3899,0,3535,0,52,399,399,0,0,115,115,575,575,571,571,138,138,1123,1123,0,0,0,0,0,0,174,174,1169,1169,1295,1295,261,261,2377,2377,1456,1456,0,0,0,1720,0,0,0,0,0,0,0,0,1,77,1,61,43,0,0,0,0,0,0,50,21,0,0,0,,,,,
2020,7502644538,순천청암대학,전남,전문대학,1981,2851,2140,3846,0,2867,0,41,995,159,0,0,0,0,60,86,106,155,16,37,150,204,0,0,0,0,223,255,424,558,637,1575,690,1217,143,958,1831,2647,615,869,0,0,0,1101,0,0,0,0,0,0,0,0,1,69,1,55,59,0,0,0,0,0,0,33,31,0,0,0,,,,,
2020,7605337738,동남보건대학,경기,전문대학,3634,5199,3984,6524,0,4395,0,42,1325,350,0,0,0,0,0,0,208,275,4,6,204,269,0,0,0,0,140,171,1317,1938,1231,2459,1088,1681,346,1319,3430,4930,1139,1576,0,0,0,1789,0,0,0,0,0,0,0,0,1,121,1,60,61,0,0,0,0,0,0,72,23,0,0,0,,,,,
2020,7614396095,김포대학,경기,전문대학,1448,3803,1628,5976,0,3325,0,72,2173,180,0,0,4,4,86,149,140,261,11,25,219,389,0,0,0,0,0,0,167,536,650,3233,581,1793,169,2148,1229,3414,589,1352,0,0,0,1531,0,0,0,0,0,0,0,0,1,88,1,50,91,0,0,0,0,0,0,26,43,0,0,0,,,,,
2020,7660992503,춘해보건대학,울산,전문대학,2213,2898,2345,3491,0,2319,0,22,593,132,0,0,0,0,4,7,71,103,3,4,72,106,0,0,0,0,280,345,588,795,721,1285,681,956,129,589,2141,2792,665,879,0,0,0,918,0,0,0,0,0,0,0,0,1,74,1,60,35,0,0,0,0,0,0,57,11,0,0,0,,,,,
2020,7729016542,경동정보대학,경북,전문대학,1419,1995,1510,2439,0,1851,0,37,444,91,0,0,0,0,161,189,223,271,13,21,371,439,0,0,0,0,121,158,235,337,364,791,406,693,78,423,1048,1556,479,709,0,0,0,813,0,0,0,0,0,0,0,0,1,59,1,52,29,0,0,0,0,0,0,31,6,0,0,0,,,,,
2020,7960820555,수원과학대학,경기,전문대학,3138,6744,3527,10151,0,5807,0,50,3407,389,0,0,0,0,34,59,35,61,5,7,64,113,0,0,0,0,106,122,321,615,1553,5844,1478,3450,384,3400,3074,6631,1212,2378,0,0,0,2587,0,0,0,0,0,0,0,0,0,145,1,64,62,0,0,0,0,0,0,68,19,0,0,0,,,,,
2020,8037726461,대덕대학,대전,전문대학,1340,4171,1602,6832,0,4062,0,81,2661,262,69,92,42,51,28,129,18,82,20,49,137,305,0,0,0,0,4,28,82,266,757,3973,602,2211,242,2612,1203,3866,580,1733,0,0,0,1728,0,0,0,0,0,0,0,0,1,99,1,70,66,0,0,0,0,0,0,28,25,0,0,0,,,,,
2020,8050425648,동양공업전문대학,서울,전문대학,2076,6841,2705,12985,0,5426,0,54,6144,629,0,0,6,31,206,865,184,644,128,694,268,846,0,0,0,0,0,0,321,1067,1039,6771,949,3607,501,5450,1808,5995,803,2459,0,0,0,2811,0,0,0,0,0,0,0,0,1,157,1,78,99,0,0,0,0,0,0,28,27,0,0,0,,,,,
2020,8106570184,한국농수산대학,전북,전문대학,366,1704,399,2004,0,1760,0,33,300,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,654,107,600,169,750,33,300,366,1704,121,550,0,0,0,660,0,0,0,0,0,0,0,0,1,55,1,164,169,0,0,0,0,0,0,4,93,0,0,0,,,,,
2020,8180929601,우송정보대학,대전,전문대학,2214,5121,2650,8484,0,4640,0,53,3363,436,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,43,96,189,1413,5417,1125,2834,436,3363,2214,5120,883,1893,0,0,0,2147,0,0,0,0,0,0,0,0,1,119,1,79,77,0,0,0,0,0,0,34,32,0,0,0,,,,,
2020,8324178874,동아보건대학교,전남,전문대학,1203,1753,1265,2069,0,1686,0,26,316,62,0,0,0,0,61,97,56,89,4,9,113,177,0,0,0,0,100,122,180,302,448,777,420,682,58,307,1090,1576,353,507,0,0,0,618,0,0,0,0,0,0,0,0,0,52,1,30,29,0,0,0,0,0,0,28,14,0,0,0,,,,,
2020,8415538132,안양과학대학,경기,전문대학,3835,6597,4368,9975,0,6010,0,71,3378,533,0,0,65,73,99,158,220,338,44,121,340,448,0,0,0,0,0,0,601,1163,1729,5074,1654,3169,489,3257,3495,6149,1475,2341,0,0,0,2735,0,0,0,0,0,0,0,0,1,156,1,50,74,0,0,0,0,0,0,72,21,0,0,0,,,,,
2020,8429990410,농협대학,경기,전문대학,153,476,166,614,0,187,0,5,138,13,0,0,15,57,15,54,21,69,4,16,47,164,0,0,0,0,0,0,26,99,49,197,40,138,9,122,106,312,44,140,0,0,0,179,0,0,0,0,0,0,0,0,1,12,1,25,23,0,0,0,0,0,0,1,10,0,0,0,,,,,
2020,8441023945,공주영상대학,세종,전문대학,2078,3727,2403,5372,0,3400,0,50,1645,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,1234,888,2447,876,1691,325,1645,2078,3727,742,1236,0,0,0,1428,0,0,0,0,0,0,0,0,1,96,1,80,73,0,0,0,0,0,0,27,23,0,0,0,,,,,
2020,8568694412,송곡대학,강원,전문대학,468,689,527,904,0,575,0,10,215,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,80,109,128,172,343,180,353,59,215,468,689,140,198,0,0,0,230,0,0,0,0,0,0,0,0,1,24,1,18,46,0,0,0,0,0,0,16,23,0,0,0,,,,,
2020,8598524332,광주보건대학,광주,전문대학,2742,4066,3165,5713,0,3463,0,23,1647,423,0,0,0,0,0,0,200,281,34,59,166,222,0,0,0,0,120,144,715,1073,1057,2349,1073,1866,389,1588,2576,3844,947,1348,0,0,0,1480,0,0,0,0,0,0,0,0,1,102,1,54,59,0,0,0,0,0,0,39,13,0,0,0,,,,,
2020,9013740479,경기공업대학,경기,전문대학,986,5455,1187,9980,0,3919,0,72,4525,201,0,0,0,39,56,460,104,513,17,286,143,726,0,0,0,0,0,0,113,893,481,5487,433,2588,184,4239,843,4729,313,1540,0,0,0,2336,0,0,0,0,0,0,0,0,1,116,1,57,61,0,0,0,0,0,0,14,21,0,0,0,,,,,
2020,9018763184,영남이공대학,대구,전문대학,2657,6493,3014,10891,0,5287,0,46,4398,357,0,0,0,0,40,248,112,241,4,159,148,330,0,0,0,0,177,212,323,610,1260,5638,1102,3942,353,4239,2509,6163,861,2302,0,0,0,2633,0,0,0,0,0,0,0,0,1,144,1,0,141,0,0,0,0,0,0,47,73,0,0,0,,,,,
2020,9174707353,문경대학,경북,전문대학,663,916,748,1210,0,877,0,15,294,85,0,0,0,0,29,43,31,49,6,15,54,77,0,0,0,0,119,144,139,180,213,447,217,347,79,279,609,839,190,266,0,0,0,312,0,0,0,0,0,0,0,0,1,31,1,57,42,0,0,0,0,0,0,18,25,0,0,0,,,,,
2020,9276983737,청양대학,충남,전문대학,435,1119,503,1815,0,982,0,28,696,68,0,0,0,0,24,39,49,75,7,15,66,99,0,0,0,0,0,0,23,31,227,1028,180,642,61,681,369,1020,222,512,0,0,0,506,0,0,0,0,0,0,0,0,1,33,1,49,51,0,0,0,0,0,0,7,24,0,0,0,,,,,
2020,9305683910,대경대학,경북,전문대학,2246,4439,2496,6131,0,4261,0,49,1692,250,0,0,0,0,65,124,94,158,16,39,143,243,0,0,0,0,84,107,324,562,977,2780,952,2400,234,1653,2103,4196,792,1483,0,0,0,1824,0,0,0,0,0,0,0,0,1,111,1,85,52,0,0,0,0,0,0,44,18,0,0,0,,,,,
2020,9443888485,경남정보대학,부산,전문대학,3413,7681,4284,14494,0,6399,0,93,6813,871,0,0,1,17,258,577,304,594,159,404,404,784,0,0,0,0,80,108,340,475,1717,5866,1584,6857,712,6409,3009,6897,1401,2898,0,0,0,3124,0,0,0,0,0,0,0,0,1,182,1,185,129,0,0,0,0,0,0,52,60,0,0,0,,,,,
2020,9599737167,연암대학교,충남,전문대학,476,1192,544,1801,0,1086,0,7,609,68,6,40,13,53,0,0,0,0,3,26,16,67,0,0,0,0,12,19,13,23,261,955,239,711,65,583,460,1125,197,474,0,0,0,572,0,0,0,0,0,0,0,0,1,33,1,95,79,0,0,0,0,0,0,12,16,0,0,0,,,,,
2020,9691908597,포항대학,경북,전문대학,891,1952,990,2737,0,1882,0,40,785,99,0,0,12,12,42,186,51,168,11,76,94,290,0,0,0,0,56,70,241,307,297,1111,291,883,88,709,797,1662,272,676,0,0,0,753,0,0,0,0,0,0,0,0,1,63,1,68,63,0,0,0,0,0,0,21,25,0,0,0,,,,,
2020,9725025832,마산대학,경남,전문대학,3640,6066,3924,8358,0,5477,0,41,2292,284,0,0,0,0,0,4,80,102,5,8,75,98,0,0,0,0,276,332,859,1177,1373,3904,1336,2839,279,2284,3565,5968,1191,1916,0,0,0,2142,0,0,0,0,0,0,0,0,0,161,1,103,80,0,0,0,0,0,0,86,28,0,0,0,,,,,
2020,9725471615,조선이공대학,광주,전문대학,691,3841,828,7438,0,3104,0,70,3597,137,0,0,0,0,146,683,130,570,47,493,229,760,0,0,0,0,0,0,0,0,291,3481,261,2704,90,3104,462,3081,283,1483,0,0,0,1694,0,0,0,0,0,0,0,0,1,100,1,45,52,0,0,0,0,0,0,21,23,0,0,0,,,,,
2020,9748064398,한국승강기대학,경남,전문대학,14,783,25,1836,0,615,0,2,1053,11,0,0,0,0,2,12,0,13,2,6,0,19,0,0,0,0,0,0,0,0,10,725,13,1086,9,1047,14,764,5,310,0,0,0,331,0,0,0,0,0,0,0,0,1,21,1,17,24,0,0,0,0,0,0,2,6,0,0,0,,,,,
2020,9777717292,경북과학대학,경북,전문대학,918,1705,978,1998,0,1759,0,32,293,60,0,0,19,21,60,92,124,175,8,13,195,275,0,0,0,0,112,144,127,210,254,637,282,719,52,280,723,1430,306,522,0,0,0,804,0,0,0,0,0,0,0,0,0,53,1,43,32,0,0,0,0,0,0,29,5,0,0,0,,,,,
2020,9858445346,한국관광대학,경기,전문대학,1227,2138,1346,3113,0,2020,0,18,975,119,0,0,0,0,22,37,48,76,3,13,67,100,0,0,0,0,0,0,0,0,650,1800,626,1200,116,962,1160,2038,507,867,0,0,0,1036,0,0,0,0,0,0,0,0,0,51,1,96,53,0,0,0,0,0,0,24,16,0,0,0,,,,,
2021,1016650617,동의과학대학,부산,전문대학,1970,4333,2275,7521,0,2331,0,60,3188,305,0,0,0,0,11,93,130,287,14,71,127,309,0,0,0,0,93,118,311,408,937,3511,793,3104,291,3117,1843,4024,970,2349,0,0,0,1756,0,0,0,0,0,0,0,0,1,135,1,111,166,0,0,0,0,0,0,44,85,0,0,0,,,,,
2021,1074720442,백제예술대학,전북,전문대학,562,1071,660,1575,0,603,0,12,504,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,83,287,749,344,743,98,504,562,1071,272,542,0,0,0,565,0,0,0,0,0,0,0,0,1,34,1,30,33,0,0,0,0,0,0,15,7,0,0,0,,,,,
2021,1140140593,대구과학대학,대구,전문대학,2750,4006,2867,4896,0,1622,0,37,890,117,28,39,31,53,56,107,75,127,4,24,186,302,0,0,0,0,276,331,523,641,921,1944,957,1654,113,866,2564,3704,884,1397,0,0,0,1610,0,0,0,0,0,0,0,0,0,126,1,62,111,0,0,0,0,0,0,70,63,0,0,0,,,,,
2021,1206785976,명지전문대학,서울,전문대학,3626,6578,4257,9524,0,3017,0,110,2933,621,0,0,37,49,338,844,240,381,91,400,523,873,0,0,0,0,0,0,354,792,1715,4519,1573,2939,530,2533,3103,5705,1622,2797,0,0,0,3280,0,0,0,0,0,0,0,0,1,188,1,130,110,0,0,0,0,0,0,69,42,0,0,0,,,,,
2021,1370042920,대원대학,충북,전문대학,1403,2219,1482,2861,0,1083,0,50,642,79,0,0,0,0,64,118,94,142,7,15,151,245,0,0,0,0,88,104,320,418,458,1142,458,937,72,627,1252,1974,459,894,0,0,0,861,0,0,0,0,0,0,0,0,1,71,1,113,43,0,0,0,0,0,0,37,9,0,0,0,,,,,
2021,1429644823,신성대학,충남,전문대학,1778,3243,1936,4835,0,1526,0,50,1592,158,36,42,12,42,31,94,23,73,5,29,97,222,0,0,0,0,150,173,430,536,675,2372,579,1503,153,1563,1681,3021,732,1454,0,0,0,1282,0,0,0,0,0,0,0,0,1,116,1,74,64,0,0,0,0,0,0,47,17,0,0,0,,,,,
2021,1560480296,한국복지대학교,경기,전문대학,302,691,335,869,0,347,0,26,174,31,0,0,0,0,0,0,35,69,0,3,33,63,0,0,0,0,0,0,98,230,95,278,107,292,31,171,269,628,111,232,0,0,0,318,0,0,0,0,0,0,0,0,1,56,1,50,107,0,0,0,0,0,0,19,64,0,0,0,,,,,
2021,1749948859,대전과학기술대학교,대전,전문대학,2647,4101,2756,5169,0,1799,0,59,1068,109,0,0,0,0,19,28,64,84,1,1,82,111,0,0,0,0,280,317,556,677,952,2276,885,1787,108,1067,2565,3990,985,1524,0,0,0,1573,0,0,0,0,0,0,0,0,1,125,1,142,107,0,0,0,0,0,0,61,46,0,0,0,,,,,
2021,1849240481,신안산대학,경기,전문대학,1140,3043,1303,5226,0,1905,0,41,2183,163,0,0,0,0,28,53,21,57,2,8,47,102,0,0,0,0,0,0,36,132,703,3353,515,1631,161,2175,1093,2941,711,1726,0,0,0,1156,0,0,0,0,0,0,0,0,1,116,1,64,123,0,0,0,0,0,0,23,55,0,0,0,,,,,
2021,1930877268,가톨릭상지대학,경북,전문대학,1244,1865,1360,2452,0,711,0,30,583,113,0,0,0,0,110,159,172,254,14,31,268,382,0,0,0,0,112,149,262,368,324,782,380,740,99,552,976,1483,379,602,0,0,0,793,0,0,0,0,0,0,0,0,1,56,1,67,55,0,0,0,0,0,0,28,23,0,0,0,,,,,
2021,1993808865,부산여자대학,부산,전문대학,2427,2434,2569,2576,0,921,0,27,137,137,0,0,0,0,35,35,77,84,1,1,111,118,0,0,0,0,167,167,596,596,906,906,788,788,136,136,2316,2316,942,942,0,0,0,836,0,0,0,0,0,0,0,0,1,72,1,141,102,0,0,0,0,0,0,42,74,0,0,0,,,,,
2021,2132430791,웅지세무대학,경기,전문대학,308,840,438,1547,0,599,0,7,707,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,591,154,619,76,337,130,707,308,840,175,387,0,0,0,156,0,0,0,0,0,0,0,0,1,38,1,65,22,0,0,0,0,0,0,14,5,0,0,0,,,,,
2021,2150788903,신구대학,경기,전문대학,4047,6488,4458,8579,0,2826,0,76,2085,405,0,0,0,0,28,65,298,479,12,40,314,504,0,0,0,0,0,0,1099,1676,1567,3462,1466,2897,393,2045,3733,5984,1646,2497,0,0,0,2872,0,0,0,0,0,0,0,0,1,173,1,68,68,0,0,0,0,0,0,65,23,0,0,0,,,,,
2021,2162164151,경북보건대학교,경북,전문대학,979,1233,1012,1460,0,357,0,8,227,33,0,0,0,0,16,23,28,33,3,5,41,51,0,0,0,0,200,237,236,290,251,447,281,430,30,222,938,1182,244,338,0,0,0,381,0,0,0,0,0,0,0,0,1,41,1,35,35,0,0,0,0,0,0,25,15,0,0,0,,,,,
2021,2279083251,계원디자인예술대학,경기,전문대학,2017,2832,2569,4046,0,1183,0,35,1214,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,550,1038,1704,1141,1792,552,1214,2017,2832,829,1182,0,0,0,1250,0,0,0,0,0,0,0,0,1,84,1,50,77,0,0,0,0,0,0,38,33,0,0,0,,,,,
2021,2344360709,진주보건대학,경남,전문대학,2107,2701,2151,3106,0,823,0,15,405,44,0,0,0,0,79,89,70,94,0,1,149,182,0,0,0,0,278,341,525,683,611,1078,588,821,44,404,1958,2519,663,867,0,0,0,843,0,0,0,0,0,0,0,0,1,81,1,27,33,0,0,0,0,0,0,62,16,0,0,0,,,,,
2021,2398071944,거제대학,경남,전문대학,543,1066,575,1397,0,466,0,20,327,31,0,0,0,0,18,32,30,57,1,3,47,86,0,0,0,0,68,84,128,262,188,590,143,372,30,324,496,980,152,418,0,0,0,326,0,0,0,0,0,0,0,0,1,38,1,28,68,0,0,0,0,0,0,16,27,0,0,0,,,,,
2021,2435201764,안산1대학,경기,전문대학,2587,4213,2779,5477,0,1707,0,57,1256,186,0,0,0,0,71,87,138,181,10,14,199,254,0,0,0,0,147,193,629,1012,1013,2335,781,1669,176,1242,2388,3959,996,1514,0,0,0,1496,0,0,0,0,0,0,0,0,1,125,1,49,91,0,0,0,0,0,0,63,50,0,0,0,,,,,
2021,2440073192,울산과학대학,울산,전문대학,1943,5500,2071,8143,0,1770,0,70,2598,117,0,0,1,61,39,283,107,336,4,63,143,616,0,0,0,0,86,96,418,1308,730,3112,690,2947,113,2535,1800,4884,714,1941,0,0,0,2023,0,0,0,0,0,0,0,0,1,149,1,89,171,0,0,0,0,0,0,45,97,0,0,0,,,,,
2021,2520514249,전주기전대학,전북,전문대학,1030,1590,1103,1900,0,873,0,22,306,71,0,0,0,0,45,61,128,153,8,11,165,203,0,0,0,0,0,0,250,335,362,723,318,628,63,295,865,1387,400,551,0,0,0,687,0,0,0,0,0,0,0,0,1,60,1,28,55,0,0,0,0,0,0,26,29,0,0,0,,,,,
2021,2615469813,동강대학,광주,전문대학,1510,2675,1609,3378,0,1009,0,48,697,94,23,31,0,0,77,142,88,195,5,12,183,356,0,0,0,0,153,201,298,409,516,1337,454,1063,89,685,1327,2319,638,1168,0,0,0,1090,0,0,0,0,0,0,0,0,1,79,1,59,67,0,0,0,0,0,0,39,23,0,0,0,,,,,
2021,2655661106,용인송담대학,경기,전문대학,1688,3267,1946,5234,0,1696,0,59,1966,258,0,0,0,0,8,23,50,71,1,6,57,88,0,0,0,0,64,84,279,498,843,2750,702,1808,257,1960,1631,3179,712,1463,0,0,0,1261,0,0,0,0,0,0,0,0,1,113,1,42,64,0,0,0,0,0,0,39,27,0,0,0,,,,,
2021,2667451024,국제대학,경기,전문대학,1456,3236,1629,5243,0,1649,0,58,2007,173,0,0,0,0,23,29,12,25,5,7,30,47,0,0,0,0,0,0,211,402,725,2943,658,1844,168,2000,1426,3189,557,1419,0,0,0,1313,0,0,0,0,0,0,0,0,1,108,1,65,57,0,0,0,0,0,0,47,18,0,0,0,,,,,
2021,2708199679,대림대학,경기,전문대학,2574,7228,2892,10583,0,2699,0,135,3355,318,0,0,6,123,114,327,239,646,20,125,339,971,0,0,0,0,0,0,572,1820,1011,3816,950,3851,298,3230,2235,6257,998,2576,0,0,0,3173,0,0,0,0,0,0,0,0,1,178,1,82,119,0,0,0,0,0,0,48,46,0,0,0,,,,,
2021,2735845208,한양여자대학,서울,전문대학,6622,6627,7656,7661,0,2856,0,50,964,964,0,0,0,0,147,147,356,356,34,34,456,456,0,0,0,0,0,0,1286,1286,2790,2794,3077,3078,930,930,6166,6171,2361,2361,0,0,0,3021,0,0,0,0,0,0,0,0,1,179,1,129,93,0,0,0,0,0,0,107,56,0,0,0,,,,,
2021,2751910030,전남과학대학,전남,전문대학,1720,3662,1777,4035,0,1376,0,49,371,56,0,0,0,0,148,436,163,493,16,67,295,862,0,0,0,0,139,196,300,437,518,1278,509,1195,40,304,1425,2800,649,1485,0,0,0,1531,0,0,0,0,0,0,0,0,1,104,1,50,61,0,0,0,0,0,0,52,30,0,0,0,,,,,
2021,2756348550,경북도립대학,경북,전문대학,335,816,358,1161,0,384,0,18,345,23,0,0,0,0,14,23,20,36,1,4,33,55,0,0,0,0,0,0,81,177,112,447,131,478,22,341,302,761,118,295,0,0,0,365,0,0,0,0,0,0,0,0,1,29,1,43,49,0,0,0,0,0,0,8,25,0,0,0,,,,,
2021,2791853487,아주자동차대학,충남,전문대학,20,858,30,2117,0,514,0,2,1259,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1238,9,879,10,1259,20,858,14,498,0,0,0,371,0,0,0,0,0,0,0,0,1,29,1,19,19,0,0,0,0,0,0,1,4,0,0,0,,,,,
2021,2854465365,제주관광대학,제주,전문대학,1213,2059,1390,2888,0,973,0,31,829,177,0,0,0,0,32,78,65,99,10,32,87,145,0,0,0,0,79,122,227,323,567,1278,420,988,167,797,1126,1914,395,677,0,0,0,756,0,0,0,0,0,0,0,0,1,65,1,48,60,0,0,0,0,0,0,32,21,0,0,0,,,,,
2021,2870859563,여주대학,경기,전문대학,1892,4526,2095,6716,0,2193,0,91,2190,203,0,0,2,15,32,248,65,307,7,28,92,542,0,0,0,0,102,115,467,903,794,3162,633,1966,196,2162,1800,3984,785,2000,0,0,0,1713,0,0,0,0,0,0,0,0,0,160,1,216,111,0,0,0,0,0,0,67,44,0,0,0,,,,,
2021,2954328298,주성대학,충북,전문대학,1377,2557,1487,3646,0,1131,0,39,1089,110,0,0,0,0,53,87,121,176,13,28,161,235,0,0,0,0,72,90,294,429,470,1557,477,1307,97,1061,1216,2322,520,1047,0,0,0,1020,0,0,0,0,0,0,0,0,1,84,1,73,60,0,0,0,0,0,0,24,23,0,0,0,,,,,
